,post_publish_time,title,source_url,content,code_name,text_type
5,2023-03-10 01:02:00+08:00,超导火了！多只A股概念股紧急澄清,https://wallstreetcn.com/articles/3683716,美国科学家有争议的室温超导研究进展引爆了A股，一些大涨的超导概念股公司纷纷澄清。 据媒体报道，当地时间3月7日周二的美国物理学春季年会上，纽约罗切斯特大学物理学家迪亚斯（Ranga Dias）举行讲座，称自己的团队创造出可在室温下工作的超导材料。 他介绍，团队发现了一种由氢、氮、镥组成的化合物，在294K、即21摄氏度的常温下，材料电阻能降为0，不过这仍需要1GPa的压力才能实现材料的超导性能，这约是大气压力的10000倍，已经远低于室温超导先前所需的数百万个大气压。 值得一提的是，迪亚斯团队2020年就曾发表论文声称，在15°C下发现一材料的超导性，此后引起学术界广泛质疑，有研究人员表示无法复制结果，去年9月，《自然》杂志撤回了相关论文，称研究人员在数据处理方面存在违规行为。因此迪亚斯此次研究成果可能面临严重质疑，而一旦得到证实，这种材料有望用于现实。 北京时间周三晚间，民生证券分析师第一时间开了专家会议，结论是“常温常压目前都是不可能的，而且这个技术路径和可控核聚变一毛钱关系都没有，请大家注意风险。” 周四凌晨，迪亚斯在接受采访时表示，相关工作在实验室重复了好几次，并有第三方观察和独立的工作验证，有信心过审。他认为这将是一项重塑21世纪的革命性技术。不过，他同时指出，“要将我们对室温超导新材料的发现应用到任何规模的现实世界中，还需要几年的艰苦工作。” 即便如此，投资者的热情也未消减。本周四，A股超导概念股开盘大涨，永鼎股份、百利电气一字涨停，宝胜股份、西部超导、西部材料等均大幅高开。 周四下午，百利电气及法尔胜董秘办回应中新经纬，均否认涉及室温超导。 百利电气董秘办工作人员回应称，目前没有进行室温超导相关研发，不清楚之后会否有研发计划。对于二级市场的股价波动，工作人员只表示没有相关业务和技术。法尔胜董秘办工作人员则回应称，相关内容以公告为准，网上的信息很多，但不是公司发的，投资者要注意识别。对于周四的涨停，工作人员表示，公司没有未披露的信息。 周四晚间永鼎股份发布公告澄清，公司主营业务为通信科技、海外电力工程、汽车线束及超导电力，不涉及“室温超导”相关业务，也未开展相关研发和投入。公司下属全资子公司东部超导科技（苏州）有限公司主营第二代高温超导带材及其应用设备以及超导（通用）电气产品，与“室温超导”无关。 公告还称，2021年度，东部超导实现营业收入3103.21万元，仅占公司2021年度营业收入的0.79%，实现净利润-822.60万元，处于亏损状态；东部超导相关部分业务占公司整体比例较小，目前尚未实现盈利，不会对公司业绩产生重大影响。 对于迪亚斯的新近研究，此前曾怀疑迪亚斯原始数据伪造的加州大学圣地亚哥分校物理学家Jorge E． Hirsch再次质疑，称他相信最终肯定有可能实现室温超导，但不是目前用富氢材料试图实现的方式。“这种方法是被误导的，因为它假设超导性起源于电子与晶格振动的相互作用（BCS理论），我认为这是错的。” 上海市高温超导重点实验室主任、上海大学教授蔡传兵认为，这次迪亚斯展示出的研究成果有一定可靠性，他这次引入了稀土金属——镥元素，几乎没有先前的尝试，具有成分创新和成功的可能性。 同时蔡传兵指出，迪亚斯的报告题目采用了“近常压”这个具有歧义的说法，也是有些夸张。室温超导所需1GPa跟原来相比确实是更接近常压了，但仍属于高压范畴距离，距离实际应用仍非常遥远。 风险提示及免责条款 市场有风险，投资需谨慎。本文不构成个人投资建议，也未考虑到个别用户特殊的投资目标、财务状况或需要。用户应考虑本文中的任何意见、观点或结论是否符合其特定状况。据此投资，责任自负。,600468.sh,news
6,2023-03-10 08:33:29+08:00,强势涨停股紧急澄清！不涉及“室温超导”相关业务,https://www.163.com/dy/article/HVF3C4Q40519D3V1.html,“室温超导”在A股市场引发狂欢，但喧嚣声中，已有涨停公司公告澄清。 永鼎股份(600105)3月9日晚间发布澄清公告，公司主营业务为通信科技、海外电力工程、汽车线束及超导电力，不涉及“室温超导”相关业务，也未开展相关研发和投入。汉缆股份(002498)9日也在互动平台表示，公司目前暂未有超导技术规划及应用。 “室温超导”股价异动 3月8日晚间(北美时间3月7日)，一份关于“室温超导”的研究成果不仅在物理学界引发轰动，也在A股投资者间掀起“千层浪”。不少股民连夜查资料、建群讨论，更有券商在第一时间看了专家会议讨论相关话题。 3月9日超导概念盘中强势拉升，Wind超导指数全日大涨3.1%，截至收盘，永鼎股份、百利电气、法尔胜涨停，宝胜股份涨3.4%，海泰发展、汉缆股份、西部材料等均走高。 龙虎榜数据显示，永鼎股份上榜营业部席位全天成交6896.41万元，其中买入金额为3547.81万元，卖出金额为3348.6万元，合计净买入199.21万元。 具体来看，机构买入706.91万元，卖出852.34万元，合计净卖出145.44万元。此外，安信证券西安曲江池南路证券营业部、华鑫证券上海漕溪北路证券营业部分别买入979.76万元、662.70万元；东海证券苏州分公司、中信证券总部(非营业场所)分别卖出743.25万元、631.63万元。 面对突如其来的涨停，永鼎股份3月9日晚随即发布澄清公告，与“室温超导”概念撇清关系。永鼎股份表示，近日公司注意到媒体发布有关公司超导材料相关业务的报道，为便于投资者充分了解有关情况，公司主营业务为通信科技、海外电力工程、汽车线束及超导电力，不涉及“室温超导”相关业务，也未开展相关研发和投入。 永鼎股份下属全资子公司东部超导科技（苏州）有限公司（简称“东部超导”）主营第二代高温超导带材及其应用设备以及超导（通用）电气产品，与“室温超导”无关。 2021年度，东部超导实现营业收入3103.21万元，仅占永鼎股份2021年度营业收入的0.79%，实现净利润-822.60万元，处于亏损状态；东部超导相关部分业务占公司整体比例较小，目前尚未实现盈利，不会对公司业绩产生重大影响。 永鼎股份日前披露业绩预告显示，公司预计2022年实现净利润约为2.2亿到3亿元，同比增加82%到149%。永鼎股份表示，本次业绩预增主要是由于转让子公司上海珺驷科技有限公司80%股权的非经常性损益事项所致，影响金额为1.5亿元。 上市公司纷纷澄清 除永鼎股份外，另一超导概念股汉缆股份3月9日也在互动平台表示，公司目前暂未有超导技术规划及应用。 汉缆股份是集电缆及附件系统、状态检测系统、输变电工程总包三个板块于一体，研发生产经营的技术密集型企业集团。业绩快报显示，汉缆股份去年实现营业总收入98.42亿元，同比增长9.58%；实现净利润8.35亿元，同比增长7.49%。 3月9日涨停的百利电气在回复媒体查询时也表示，确有控股子公司北京英纳超导技术有限公司正在从事高温超导的研发，但所谓的高温是零下一百多度。 据了解，百利电气控股子公司北京英纳超导技术有限公司是国内较早成立的专业研发高温超导材料的企业，该公司具有铋系高温超导线材的研发优势，承担过多项国家863项目、科技部重大专项、北京市重大科技计划等重大超导项目，该公司研发的“高性能铋系高温超导长带材的研制与开发”曾获得国务院国家科学技术进步二等奖。 业内人士指出，室温超导目前仍旧属于实验室研究阶段，能不能实现从实验室到工业化生产的转化，尚存在巨大的悬念。上海市高温超导重点实验室主任、上海大学教授蔡传兵认为，这次迪亚斯展示出的研究成果有一定可靠性，但室温超导所需的1GPa压力仍属于高压范畴，距离实际应用仍非常遥远。此时，室温超导概念股的炒作已经如火如荼，这是超前炒作，属于典型的概念股炒作。 责编：彭勃 校对：苏焕文,600468.sh,news
7,2023-03-11 12:54:00+08:00,两连板热门股提示风险，还有多只股火速澄清，事关25万股东！下周解禁市值超400亿元，3股解禁压力较大（附股）,https://cj.sina.cn/articles/view/5574738445/14c47c20d019012ihz?cre=tianyi&mod=wftop&loc=4&r=0&rfunc=91&tj=cxvertical_wap_wftop&tr=167,下周3股解禁比例超50%。 百利电气昨日盘中直线拉升封板，至此，百利电气两连板，累计涨幅20.85%。 昨日晚间，百利电气发布股票交易异常波动公告称，公司不涉及“室温超导”相关业务，也未开展相关研发和投入。公司下属控股子公司北京英纳超导技术有限公司从事铋系高温超导线材的研发生产，与“室温超导”无关。2021年度，北京英纳超导技术有限公司营业收入8.76万元，净利润亏损601.45万元。目前收入金额小，处于亏损状态，不会对公司业绩产生重大影响。 近日，美国罗切斯特大学的物理学家Ranga Dias及其团队日前在美国物理学会会议上宣布，他们找到了一种由氢、氮和镥组成的新材料，能在室温和不太高的压力环境条件下表现出超导性。随着消息传开，室温超导成为A股市场热点，多只概念股收获涨停板。 近日，多家上市公司先后对超导业务予以澄清。3月9日盘后，乘“超导”风涨停的永鼎股份表示，不涉及“室温超导”相关业务，也未开展相关研发和投入；汉缆股份回复投资者时表示，该公司目前暂未有超导技术规划及应用。昨日盘后，中科电气通过深交所互动易平台回答投资者提问称，公司目前没有涉足超导领域。 目前发布澄清消息的4股，持股股东户数合计有25.66万户。 3股解禁比例超50% 下周将有36只股解禁，按照最新收盘价计算，合计解禁市值478.91亿元。软通动力、东岳硅材、腾远钴业解禁市值居前，均超50亿元。 软通动力解禁市值规模最大，下周将有2.96亿股上市流通，主要为首发原股东限售股份和首发战略配售股份，解禁市值达110.57亿元。 钜泉科技、路斯股份、菱电电控、有研粉材等12股的解禁压力较小，解禁市值均不足亿元。其中景津装备、科威尔的解禁市值不足千万。 14股解禁股数量占总股本比例超过10%，贝仕达克、聚杰微纤、东岳硅材的解禁比例较大，分别为71.25%、70.37%、65.25%。卫星化学、景津装备、药明康德的解禁比例较小。 解禁股跑赢大盘 下周将要解禁个股中，今年以来股价平均上涨10.11%，跑赢沪指，其中天娱数科、莱特光电、国网信通等13股涨幅均超10%。 26股发布2022年业绩预告或快报，按照预告下限数据和快报数据综合来看，多数个股实现盈利，药明康德、国网信通、景津装备的归母净利润额居前，分别达93.99亿元、8.01亿元和8亿元。业绩增长幅度来看，格灵深瞳-U、瑞可达、钜泉科技、药明康德的归母净利润同比增长幅度居前。 声明：数据宝所有资讯内容不构成投资建议，股市有风险，投资需谨慎。 责编：谢伊岚,600468.sh,news
8,2023-08-02 15:31:00+08:00,8月2日热点主线：新能源汽车、国企改革领涨三市,https://cj.sina.com.cn/articles/view/3240851740/c12b791c001018zrn,做主线，抓龙头！今天是2023年08月02日，我们来复盘和梳理今日的热点题材概念主线。 今日的热点题材概念有：新能源汽车、国企改革、超导、超导概念、百度概念、专精特新、半年报预增。 1、新能源汽车概念 一共有6支个股涨停。其中，力帆科技2板；宝明科技、新时达、浙江世宝、中马传动、维科精密1板。 2、国企改革概念 一共有5支个股涨停。其中，百利电气、云南城投、国缆检测、财达证券2板；人民网1板。 3、超导概念 一共有4支个股涨停。其中，中孚实业、法尔胜、百利电气、国缆检测2板。 4、超导概念 一共有4支个股涨停。其中，中孚实业、法尔胜、百利电气、国缆检测2板。 5、百度概念 一共有4支个股涨停。其中，财达证券、力帆科技2板；路畅科技、人民网1板。 6、专精特新概念 一共有4支个股涨停。其中，恒为科技、英联股份、南华仪器、维科精密1板。 7、半年报预增概念 一共有4支个股涨停。其中，财达证券2板；英联股份、中马传动、道森股份1板。 理清每天市场主线，才能准确把握热点轮动！,600468.sh,news
9,2023-08-02 22:11:52+08:00,沾边常温超导？多家公司：不，没有！,https://www.163.com/dy/article/IB5TQSQ10519D3V1.html,作者：证券时报记者 赵黎昀 实习生 陈浚武 眼下A股最火的概念，无疑是常温超导。7月22日韩国科研团队发表论文，宣称发现了常压室温超导体LK-99晶体，在正常大气环境下可在127摄氏度以下实现超导。8月1日，中美俄三国实验室都披露了对LK-99的验证进展，瞬间刷屏网络，成为资本市场的关注主题。 受此影响，美股上市公司美国超导（AMSC）股价一度暴涨150%，收盘大涨60%。而A股市场上，超导概念股国缆检测、百利电气、创新新材、法尔胜悉数涨停，西部超导股价也出现大幅拉升。 8月2日，部分超导概念股股价继续飙涨。其中，国缆检测股票交易价格于8月1日、8月2日连续两个交易日收盘价格涨幅累计偏离44.6%。 8月2日晚间国缆检测发布异动公告称，近期有投资者在媒体和互动易平台上对公司业务应用领域十分关注，尤其是常温超导概念领域。 国缆检测 澄清，公司主营业务为提供电线电缆及光纤光缆的检验检测等专业技术服务，电线电缆涉及国计民生诸多方面的应用，高温超导电缆检测属于公司可提供的检测领域之一，不对公司经营产生重大影响。该等高温超导电缆在-196度下运行，与常温超导概念无关。公司目前没有与常温超导概念相关的技术，未产生收入。 百利电气8月2日晚间也公告称，公司关注到“室温超导”热点概念。公司主营业务为输配电及控制设备、电线电缆及泵。公司不涉及“室温超导”相关业务，也未开展相关研发和投入。公司下属控股子公司北京英纳超导技术有限公司从事铋系高温超导线材的研发生产，与“室温超导”无关。 公告称，2022年度，北京英纳超导技术有限公司营业收入71.59万元，实现净利润-402.26万元。目前收入主要来源于线材和教具的销售，收入金额小，处于亏损状态，不会对百利电气业绩产生重大影响。 中孚实业2日晚间披露的异动公告中，也对超导概念进行了澄清。 该公司表示，2010年至2013年，公司参与了中国科学院电工研究所承担的“大电流高温超导直流电缆的关键技术研究与工程示范”项目。公司仅为该项目的协作单位，提供试验场地和配套设备的支持。2013年以来，公司未开展与上述项目相关的后续及其他研发工作。该项目的主要成果及应用与公司主营业务无关。 此外，法尔胜8月2日晚间披露的异动公告，也提到了常温超导概念。该公司表示，公司主营业务为金属制品及环保业务，公司不涉及“室温超导”相关业务，也未开展相关研发和投入。 7月26日以来，法尔胜股价在6个交易日间4度收于涨停，累计涨幅近38%。在2日晚间披露异动公告前，7月28日该公司也曾公告提示风险，但并未提及常温超导概念。 法尔胜金属制品业务主要是生产、销售多种用途、不同规格的钢丝、钢丝绳产品。虽然股价备受追捧，但该公司上半年业绩却出现亏损。该公司此前公告显示，预计2023年上半年亏损800万元~1200万元，同比减亏，上年同期亏损为2763万元；扣非净利润预计亏损900万元~1300万元，上年同期亏损为2821万元。 法尔胜称，与去年同期相比，公司金属制品业务经营状况良好，客户订单有所增长，同时原辅材料价格有一定程度的回落，生产成本下降，业务整体盈利能力增强。 不同于此前上市公司对大热概念的追逐心态，对于常温超导，多家A股上市公司的公开回应呈现观望情绪。 有证券机构表示，每一次技术革新都会引起资本市场关注。一旦“室温超导”被证伪，相关概念股必然会退潮，建议投资者保持谨慎。 对此，华中科技大学物理学院教授傅华华表示，常温常压超导体的实际应用，确实可以极大地改变人类社会发展方向和进程，但相关结论仍需要冷静观察，等待各大实验室重复的情况。任何一个被发现的新物理现象，一定要被其他多个、且没有利益关系的实验组重复出来，才能被认可。 他认为，如果其他实验室不能重复其“常温常压下零电阻”等关键现象，就不能认为其发现了常温超导材料。目前，有课题组实验发现该样品确实具有抗磁性（如磁场下可悬浮等），但该现象还远不能说明该材料具有超导性。这是因为许多抗磁性材料在常温常压下，都有可能表现出这种现象。 责编：张骞爻 校对：廖胜超,600468.sh,news
10,2023-08-02 23:24:03+08:00,室温超导爆火，概念股大涨，超15家公司作出回应,https://www.163.com/dy/article/IB61V0BP0534A4SC.html,界面新闻实习记者 高菁 受室温超导获突破的消息影响，超导概念股今日大涨。 同花顺数据显示，截至8月2日收盘，18只超导概念股中，超六成股票飘红。其中，国缆检测(301289.SZ)、中孚实业(600595.SH)、百利电气(600468.SH)冲高涨停。 国缆检测涨幅达20%，报收于52.34元，且连续两个交易日涨停。中孚实业和百利电气实现了连续三个交易日收盘价格涨幅偏离值累计超过20%。 此外，超频三(300647.SZ)、精达股份(600677.SH)、永鼎股份(600105.SH)等超导概念股也实现了超5%的涨幅。 与此同时，多家公司开始下场回应是否涉及室温超导领域。 据界面新闻不完全统计，已有超15家公司针对超导材料相关问题进行回复，多数企业表示未涉及“室温超导”。 国缆检测(301289.SZ)今日公告，该公司目前没有与常温超导概念相关的技术，未产生收入。 据第一财经报道，中孚实业(600595.SH)称，目前也没有室温超导技术，只有高温超导电缆示范工程项目，应用在自用的电解铝供电环节。 百利电气(600468.SH)也发布公告表示，该公司主营业务为输配电及控制设备、电线电缆及泵。公司不涉及“室温超导”相关业务，也未开展相关研发和投入。 法尔胜(000890.SZ)今日公告，公司股票8月1日、8月2日连续两个交易日收盘价格涨幅偏离值累计超过20%，达成六天四板。法尔胜表示，其主营业务为金属制品及环保业务，不涉及“室温超导”相关业务，也未开展相关研发和投入。 全信股份(300447.SZ)也回应称，公司目前尚未涉及超导相关领域。祥源新材(300980.SZ)表示，公司当前暂未研究生产超导材料。 室温超导这波热潮，开始于7月22日，韩国量子能源研究中心公司相关研究团队通过两篇论文及视频方式，宣布在常压条件下，一种改性的铅磷灰石（LK-99，以Lee和Kim的首字母命名）能够在400K（127℃）以下表现为超导体。 如果该成果被验证为真，这一材料不仅实现了常压条件，还将临界温度提升至400K（127℃），能源、交通、量子计算等多领域有望迎来根本性变革。这引发业内巨大关注。 韩联社7月28日发布的报道则显示，韩国团队发布的上述论文为高丽大学研究教授权英完未经其他作者许可擅自发布，目前团队已经提出了下架请求。 “两篇论文尚存在很多缺陷。”研究团队成员之一金贤卓在接受美国科学杂志《New Scientist》采访时表示。 财新网8月2日晚间报道称，韩国超导学会当日宣布成立“LK-99 验证委员会”，检验该成果的真实性。截至目前，学会根据两篇论文中提供的数据和已发布的视频，宣布LK-99不能被称为室温超导体。 多位科学家曾表示，LK-99的制备过程较为简易，实现该韩国研究团队的研究成果复现并验证真伪，最快只需约一周时间。 因此，国内外多个团队开始复现韩国研究团队的实验结果，以期证明室温超导材料是否真的获得突破。 民间科学论坛SpaceBattles Forums对正在进行的复现实验进行了统计，包括11个公开披露试验进度的团体列表以及6个个人进行实验的列表，半数来自中国。 在公开披露进度的团体中，截至目前，已有来自北京航空航天大学、曲阜师范大学、华中科技大学的三个团队完成了该复现实验。 其中，华中科技大学材料科学与工程学院常海欣教授带领的团队，成功首次验证合成了可以磁悬浮的LK-99晶体，并复现了其抗磁性，但是否为零电阻还需要进一步测试。 8月2日晚间，曲阜师范大学的实验结果显示，LK-99具有抗磁性，但未发现零电阻特性。 北京航空航天大学的实验结果也表明，没有在LK-99上检测到超导性。 国泰君安发布研报称，超导材料具备显著性能优势，但温室超导仍处于实验室研发阶段。“因此对室温超导材料的研究和商业化进程应保持理性客观的态度，密切跟踪后续实验验证情况。”,600468.sh,news
