,title,post_publish_time,code_name,content
212,芯片产业链板块走弱 170只个股下跌 百利电气下跌7.84%,2021-01-22 11:17:15,600468.sh,芯片产业链板块走弱，板块内170只下跌，3只平盘，30只上涨，百利电气、协鑫集成、新洁能分别跌7.84%、7.37%、6.98%。（文章来源：每日经济新闻）
213,百利电气盘前回顾(01-21),2021-01-22 08:18:35,600468.sh,1月21日（周四）百利电气（600468）报收4.59元，下跌1.50%，换手率5.56%，成交量62.39万手，成交额2.98亿元。 隔夜美股三大股指涨跌不一，纳指收涨0.55%，道指收跌0.04%，标普500指数收涨0.03%。  百利电气2021年1月21日主力资金净流出2568.79万，净占比-8.62%。      上交所2021年1月21日交易公开信息显示，百利电气因属于当日价格振幅达到15%的证券而登上龙虎榜。 
214,百利电气今日热门盘点,2021-01-21 21:10:01,600468.sh,百利电气今日股吧人气排名两市第394/4290。               
216,百利电气：主力资金净流出2568.79万元，净占比-8.62%（01-21）,2021-01-21 15:49:18,600468.sh,百利电气2021年1月21日收报4.59元，涨跌幅-1.50%，换手率5.56%。当日该股主力资金流入4554.87万元，流出7123.66万元，主力净流出2568.79万元。其中，超大单流入367.86万元，流出935.95万元，净流出568.09万元。当日散户资金流入2.3亿元，流出2.04亿元，散户净流入2568.79万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3884/4159，近五日内该股主力资金总体呈流入状态，五日共净流入234.23万元。
217,百利电气盘前回顾(01-20),2021-01-21 08:20:27,600468.sh,1月20日（周三）百利电气（600468）报收4.66元，连续2日触及涨停，换手率1.22%，成交量13.68万手，成交额6345.69万元。 隔夜美股三大指数集体收涨，纳指收涨1.97%，道指收涨0.83%，标普500指数收涨1.39%。  百利电气2021年1月20日主力资金连续3天净流入累计3692.53万元。      上交所2021年1月20日交易公开信息显示，百利电气因属于连续三个交易日内收盘价格涨幅偏离值累计20%而登上龙虎榜。 
218,百利电气今日热门盘点,2021-01-20 21:12:57,600468.sh,百利电气今日股吧人气排名两市第113/4287。          
219,交易异动！百利电气：近3个交易日上涨22.31% 无未披露的重大信息,2021-01-20 18:57:50,600468.sh,百利电气(SH600468，收盘价：4.66元)1月20日晚间发布公告称，天津百利特精电气股份有限公司于2021年1月18日、1月19日、1月20日连续3个交易日内日收盘价格涨幅偏离值累计超过20%。公司不存在应披露而未披露的重大信息。2019年年报显示，百利电气的主营业务为制造业、贸易业，占营收比...
221,百利电气：主力资金连续3天净流入累计3692.53万元（01-20）,2021-01-20 15:51:30,600468.sh,百利电气2021年1月20日收报4.66元，涨跌幅9.91%，换手率1.22%。当日该股主力资金流入2988万元，流出1470.47万元，主力净流入1517.52万元。其中，超大单流入1540.28万元，流出519.9万元，净流入1020.38万元。当日散户资金流入2190.67万元，流出3708.2万元，散户净流出1517.52万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名320/4156，近五日内该股主力资金总体呈流入状态，五日共净流入2746.76万元。
222,百利电气盘前回顾(01-19),2021-01-20 08:16:08,600468.sh,1月19日（周二）百利电气（600468）报收4.24元，当日触及涨停，换手率1.04%，成交量11.7万手，成交额4855.31万元。 隔夜美股三大指数集体收涨，纳指收涨1.53%，道指收涨0.38%，标普500指数收涨0.81%。  百利电气2021年1月19日主力资金净流入2107.23万，净占比43.41%。      上交所2021年1月19日交易公开信息显示，百利电气因属于当日涨幅偏离值达7%的证券而登上龙虎榜。 
228,百利电气：主力资金净流入67.78万元，净占比1.40%（01-18）,2021-01-18 15:53:23,600468.sh,百利电气2021年1月18日收报3.85元，涨跌幅1.05%，换手率1.11%。当日该股主力资金流入468.99万元，流出401.21万元，主力净流入67.78万元。当日散户资金流入4259.7万元，流出4327.48万元，散户净流出67.78万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1387/4151，近五日内该股主力资金总体呈流出状态，五日共净流出1109.82万元。
229,百利电气主力资金连续9周净流出合计1.13亿元,2021-01-17 16:06:19,600468.sh,百利电气本周(2021/01/11-2021/01/15)累计跌幅达7.07%，截至1月15日最新股价报收3.81元。本周主力资金流入1848.85万元，流出3834.69万元，主力净流出1985.84万元。其中，超大单流入14.21万元，流出700.02万元，净流出685.81万元。本周散户资金流入1.85亿元，流出1.65亿元，散户净流入1985.84万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续9周净流出累计达1.13亿元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名79/124，两市排名2845/4149。
230,百利电气：主力资金连续8天净流出累计3169.69万元（01-15）,2021-01-15 15:52:12,600468.sh,百利电气2021年1月15日收报3.81元，涨跌幅-0.78%，换手率0.92%。当日该股主力资金流入145.03万元，流出1034.55万元，主力净流出889.51万元。当日散户资金流入3755.27万元，流出2865.76万元，散户净流入889.51万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3453/4149，近五日内该股主力资金总体呈流出状态，五日共净流出1985.84万元。
231,百利电气：主力资金连续7天净流出累计2280.18万元（01-14）,2021-01-14 15:51:50,600468.sh,百利电气2021年1月14日收报3.84元，涨跌幅0.52%，换手率0.62%。当日该股主力资金流入296.14万元，流出352.39万元，主力净流出56.26万元。其中，超大单流入14.21万元，流出0元，净流入14.21万元。当日散户资金流入2322万元，流出2265.74万元，散户净流入56.26万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2133/4149，近五日内该股主力资金总体呈流出状态，五日共净流出1338.79万元。
232,百利电气：主力资金连续6天净流出累计2223.92万元（01-13）,2021-01-13 15:51:36,600468.sh,百利电气2021年1月13日收报3.82元，涨跌幅0.26%，换手率0.83%。当日该股主力资金流入280.6万元，流出428.52万元，主力净流出147.92万元。当日散户资金流入3212.1万元，流出3064.18万元，散户净流入147.92万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1728/4149，近五日内该股主力资金总体呈流出状态，五日共净流出2052.09万元。
233,百利电气：主力资金连续5天净流出累计2076万元（01-12）,2021-01-12 15:53:10,600468.sh,百利电气2021年1月12日收报3.81元，涨跌幅0.00%，换手率1.37%。当日该股主力资金流入692.94万元，流出776.85万元，主力净流出83.91万元。其中，超大单流入0元，流出113.97万元，净流出113.97万元。当日散户资金流入5163.5万元，流出5079.59万元，散户净流入83.91万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2252/4148，近五日内该股主力资金总体呈流出状态，五日共净流出2076万元。
234,百利电气：主力资金连续4天净流出累计1992.09万元（01-11）,2021-01-11 15:51:56,600468.sh,百利电气2021年1月11日收报3.81元，涨跌幅-7.07%，换手率1.03%。当日该股主力资金流入434.14万元，流出1242.38万元，主力净流出808.24万元。其中，超大单流入0元，流出586.05万元，净流出586.05万元。当日散户资金流入4044.15万元，流出3235.91万元，散户净流入808.24万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2925/4147，近五日内该股主力资金总体呈流出状态，五日共净流出1951.07万元。
235,百利电气主力资金连续8周净流出合计9334.9万元,2021-01-10 16:03:22,600468.sh,百利电气本周(2021/01/04-2021/01/08)累计跌幅达7.03%，截至1月8日最新股价报收4.1元。本周主力资金流入2886.94万元，流出4938.33万元，主力净流出2051.39万元。其中，超大单流入2.67万元，流出460.82万元，净流出458.15万元。本周散户资金流入1.57亿元，流出1.36亿元，散户净流入2051.39万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续8周净流出累计达9334.9万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名70/124，两市排名2569/4146。
236,百利电气：主力资金连续3天净流出累计1183.85万元（01-08）,2021-01-08 15:52:24,600468.sh,百利电气2021年1月8日收报4.1元，涨跌幅0.74%，换手率0.64%。当日该股主力资金流入480.45万元，流出722.91万元，主力净流出242.46万元。其中，超大单流入0元，流出34.37万元，净流出34.37万元。当日散户资金流入2395.9万元，流出2153.44万元，散户净流入242.46万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2527/4146，近五日内该股主力资金总体呈流出状态，五日共净流出2051.39万元。
237,百利电气：主力资金净流出769.56万元，净占比-15.87%（01-07）,2021-01-07 15:54:42,600468.sh,百利电气2021年1月7日收报4.07元，涨跌幅-6.44%，换手率1.04%。当日该股主力资金流入674.14万元，流出1443.7万元，主力净流出769.56万元。其中，超大单流入2.67万元，流出40.91万元，净流出38.23万元。当日散户资金流入4124.21万元，流出3354.66万元，散户净流入769.56万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2582/4146，近五日内该股主力资金总体呈流出状态，五日共净流出2304.81万元。
238,百利电气：主力资金净流出171.83万元，净占比-6.76%（01-06）,2021-01-06 15:53:44,600468.sh,百利电气2021年1月6日收报4.35元，涨跌幅-1.81%，换手率0.52%。当日该股主力资金流入257.6万元，流出429.43万元，主力净流出171.83万元。当日散户资金流入2216.45万元，流出2044.62万元，散户净流入171.83万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1742/4143，近五日内该股主力资金总体呈流出状态，五日共净流出1383.81万元。
239,百利电气：主力资金净流入41.02万元，净占比0.96%（01-05）,2021-01-05 15:57:32,600468.sh,百利电气2021年1月5日收报4.43元，涨跌幅1.14%，换手率0.87%。当日该股主力资金流入838.26万元，流出797.23万元，主力净流入41.02万元。当日散户资金流入3305.2万元，流出3346.22万元，散户净流出41.02万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1030/4140，近五日内该股主力资金总体呈流出状态，五日共净流出1220.63万元。
240,百利电气：主力资金净流出908.57万元，净占比-21.07%（01-04）,2021-01-04 15:53:36,600468.sh,百利电气2021年1月4日收报4.38元，涨跌幅-0.68%，换手率0.88%。当日该股主力资金流入636.49万元，流出1545.06万元，主力净流出908.57万元。其中，超大单流入0元，流出385.55万元，净流出385.55万元。当日散户资金流入3628.34万元，流出2719.77万元，散户净流入908.57万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3487/4140，近五日内该股主力资金总体呈流出状态，五日共净流出1667.53万元。
241,百利电气主力资金连续7周净流出合计7283.5万元,2021-01-03 16:21:06,600468.sh,百利电气本周(2020/12/28-2020/12/31)累计涨幅达0.68%，截至12月31日最新股价报收4.41元。本周主力资金流入2441.22万元，流出3200.18万元，主力净流出758.96万元。其中，超大单流入226.14万元，流出842.99万元，净流出616.85万元。本周散户资金流入1.02亿元，流出9415.79万元，散户净流入758.96万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续7周净流出累计达7283.5万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名57/124，两市排名2577/4139。
244,百利电气：主力资金净流入151.44万元，净占比5.30%（12-30）,2020-12-30 15:50:40,600468.sh,百利电气2020年12月30日收报4.34元，涨跌幅-0.69%，换手率0.58%。当日该股主力资金流入713.32万元，流出561.88万元，主力净流入151.44万元。其中，超大单流入117.01万元，流出203.84万元，净流出86.83万元。当日散户资金流入2107.18万元，流出2258.62万元，散户净流出151.44万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名923/4136，近五日内该股主力资金总体呈流出状态，五日共净流出747.53万元。
245,百利电气：主力资金连续4天净流出累计898.97万元（12-29）,2020-12-29 16:08:18,600468.sh,百利电气2020年12月29日收报4.37元，涨跌幅0.23%，换手率0.53%。当日该股主力资金流入624.32万元，流出632.97万元，主力净流出8.64万元。当日散户资金流入1977.41万元，流出1968.77万元，散户净流入8.64万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1622/4133，近五日内该股主力资金总体呈流出状态，五日共净流出708.56万元。
246,百利电气：主力资金连续3天净流出累计890.32万元（12-28）,2020-12-28 16:00:14,600468.sh,百利电气2020年12月28日收报4.36元，涨跌幅-0.46%，换手率0.63%。当日该股主力资金流入626.12万元，流出1032万元，主力净流出405.88万元。其中，超大单流入109.13万元，流出287.78万元，净流出178.65万元。当日散户资金流入2408.79万元，流出2002.91万元，散户净流入405.88万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2571/4132，近五日内该股主力资金总体呈流出状态，五日共净流出798.77万元。
247,百利电气主力资金连续6周净流出合计6524.54万元,2020-12-27 16:25:29,600468.sh,百利电气本周(2020/12/21-2020/12/25)累计跌幅达4.16%，截至12月25日最新股价报收4.38元。本周主力资金流入1921.96万元，流出2282.22万元，主力净流出360.26万元。其中，超大单流入137.6万元，流出13.56万元，净流入124.04万元。本周散户资金流入1.38亿元，流出1.34亿元，散户净流入360.26万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续6周净流出累计达6524.54万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名60/123，两市排名1397/4129。
248,百利电气：主力资金净流出180.32万元，净占比-6.87%（12-25）,2020-12-25 15:54:43,600468.sh,百利电气2020年12月25日收报4.38元，涨跌幅-0.45%，换手率0.53%。当日该股主力资金流入188.74万元，流出369.06万元，主力净流出180.32万元。当日散户资金流入2375.27万元，流出2194.95万元，散户净流入180.32万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2625/4129，近五日内该股主力资金总体呈流出状态，五日共净流出360.26万元。
249,百利电气：主力资金净流出304.12万元，净占比-9.57%（12-24）,2020-12-24 17:48:25,600468.sh,百利电气2020年12月24日收报4.4元，涨跌幅-3.30%，换手率0.64%。当日该股主力资金流入225.15万元，流出529.27万元，主力净流出304.12万元。当日散户资金流入2895.39万元，流出2591.27万元，散户净流入304.12万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2013/4125，近五日内该股主力资金总体呈流出状态，五日共净流出312.55万元。
250,百利电气主力资金连续5周净流出合计6164.28万元,2020-12-20 16:27:12,600468.sh,百利电气本周(2020/12/14-2020/12/18)累计涨幅达3.39%，截至12月18日最新股价报收4.57元。本周主力资金流入1591.71万元，流出1938.48万元，主力净流出346.77万元。其中，超大单流入0元，流出22.36万元，净流出22.36万元。本周散户资金流入1.08亿元，流出1.04亿元，散户净流入346.77万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续5周净流出累计达6164.28万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名45/123，两市排名1677/4113。
251,百利电气：主力资金净流出129.66万元，净占比-5.74%（12-17）,2020-12-17 15:53:32,600468.sh,百利电气2020年12月17日收报4.57元，涨跌幅-1.72%，换手率0.44%。当日该股主力资金流入239.25万元，流出368.91万元，主力净流出129.66万元。其中，超大单流入0元，流出22.36万元，净流出22.36万元。当日散户资金流入1982.55万元，流出1852.89万元，散户净流入129.66万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2294/4110，近五日内该股主力资金总体呈流出状态，五日共净流出330.62万元。
252,百利电气：主力资金净流出243.45万元，净占比-10.65%（12-16）,2020-12-16 15:54:24,600468.sh,百利电气2020年12月16日收报4.65元，涨跌幅-0.21%，换手率0.44%。当日该股主力资金流入152.8万元，流出396.26万元，主力净流出243.45万元。当日散户资金流入2115.49万元，流出1872.04万元，散户净流入243.45万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2245/4111，近五日内该股主力资金总体呈流出状态，五日共净流出401.51万元。
253,百利电气：主力资金净流入65.61万元，净占比1.85%（12-15）,2020-12-15 15:51:52,600468.sh,百利电气2020年12月15日收报4.66元，涨跌幅2.19%，换手率0.68%。当日该股主力资金流入569.51万元，流出503.9万元，主力净流入65.61万元。当日散户资金流入2919.86万元，流出2985.47万元，散户净流出65.61万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1013/4109，近五日内该股主力资金总体无进出，五日共净流出177.79万元。
254,百利电气：主力资金净流入93.35万元，净占比3.78%（12-14）,2020-12-14 15:51:38,600468.sh,百利电气2020年12月14日收报4.56元，涨跌幅3.17%，换手率0.49%。当日该股主力资金流入319.52万元，流出226.17万元，主力净流入93.35万元。当日散户资金流入2099.75万元，流出2193.1万元，散户净流出93.35万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1055/4106，近五日内该股主力资金总体呈流出状态，五日共净流出594.79万元。
255,百利电气主力资金连续4周净流出合计5817.51万元,2020-12-13 16:18:51,600468.sh,百利电气本周(2020/12/07-2020/12/11)累计跌幅达6.95%，截至12月11日最新股价报收4.42元。本周主力资金流入1212.66万元，流出2364.41万元，主力净流出1151.75万元。其中，超大单流入224.73万元，流出222.5万元，净流入2.23万元。本周散户资金流入1亿元，流出8890.57万元，散户净流入1151.75万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续4周净流出累计达5817.51万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名51/123，两市排名1892/4105。
256,百利电气：主力资金连续13天净流出累计4145万元（12-11）,2020-12-11 15:52:29,600468.sh,百利电气2020年12月11日收报4.42元，涨跌幅-1.78%，换手率0.44%。当日该股主力资金流入329.96万元，流出446.42万元，主力净流出116.46万元。当日散户资金流入1836.22万元，流出1719.76万元，散户净流入116.46万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1257/4105，近五日内该股主力资金总体呈流出状态，五日共净流出1151.75万元。
257,百利电气：主力资金连续12天净流出累计4028.54万元（12-10）,2020-12-10 15:52:39,600468.sh,百利电气2020年12月10日收报4.5元，涨跌幅-1.10%，换手率0.58%。当日该股主力资金流入305.1万元，流出505.65万元，主力净流出200.54万元。其中，超大单流入224.73万元，流出222.5万元，净流入2.23万元。当日散户资金流入2588.41万元，流出2387.87万元，散户净流入200.54万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2283/4102，近五日内该股主力资金总体呈流出状态，五日共净流出1280.65万元。
258,百利电气：主力资金连续11天净流出累计3828万元（12-09）,2020-12-09 15:52:51,600468.sh,百利电气2020年12月9日收报4.55元，涨跌幅-3.40%，换手率0.47%。当日该股主力资金流入212.7万元，流出232.43万元，主力净流出19.74万元。当日散户资金流入2193.89万元，流出2174.16万元，散户净流入19.74万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名940/4101，近五日内该股主力资金总体呈流出状态，五日共净流出2115.92万元。
259,百利电气：主力资金连续10天净流出累计3808.26万元（12-08）,2020-12-08 15:58:49,600468.sh,百利电气2020年12月8日收报4.71元，涨跌幅-0.21%，换手率0.34%。当日该股主力资金流入175.39万元，流出526.79万元，主力净流出351.39万元。当日散户资金流入1628.57万元，流出1277.18万元，散户净流入351.39万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2513/4101，近五日内该股主力资金总体呈流出状态，五日共净流出2396.28万元。
263,百利电气：主力资金连续7天净流出累计2747.9万元（12-03）,2020-12-03 15:53:06,600468.sh,百利电气2020年12月3日收报4.72元，涨跌幅-2.28%，换手率0.61%。当日该股主力资金流入92.25万元，流出1128.07万元，主力净流出1035.82万元。其中，超大单流入0元，流出253.44万元，净流出253.44万元。当日散户资金流入3097.33万元，流出2061.52万元，散户净流入1035.82万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3216/4093，近五日内该股主力资金总体呈流出状态，五日共净流出1774.95万元。
264,百利电气：主力资金连续6天净流出累计1712.08万元（12-02）,2020-12-02 15:53:14,600468.sh,百利电气2020年12月2日收报4.83元，涨跌幅0.63%，换手率0.41%。当日该股主力资金流入120.47万元，流出420.57万元，主力净流出300.1万元。当日散户资金流入2082.2万元，流出1782.11万元，散户净流入300.1万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名2522/4091，近五日内该股主力资金总体呈流出状态，五日共净流出1606.82万元。
265,百利电气：主力资金连续5天净流出累计1411.98万元（12-01）,2020-12-01 15:54:19,600468.sh,百利电气2020年12月1日收报4.8元，涨跌幅-0.21%，换手率0.54%。当日该股主力资金流入418.01万元，流出748.09万元，主力净流出330.09万元。其中，超大单流入0元，流出152.38万元，净流出152.38万元。当日散户资金流入2450.38万元，流出2120.29万元，散户净流入330.09万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3034/4087，近五日内该股主力资金总体呈流出状态，五日共净流出1411.98万元。
266,百利电气：主力资金连续4天净流出累计1081.89万元（11-30）,2020-11-30 15:51:42,600468.sh,百利电气2020年11月30日收报4.81元，涨跌幅-1.43%，换手率0.38%。当日该股主力资金流入260.92万元，流出343.26万元，主力净流出82.34万元。当日散户资金流入1738.95万元，流出1656.61万元，散户净流入82.34万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1878/4086，近五日内该股主力资金总体呈流出状态，五日共净流出1020.51万元。
267,百利电气主力资金连续2周净流出合计2672.06万元,2020-11-29 16:15:58,600468.sh,百利电气本周(2020/11/23-2020/11/27)累计跌幅达0.41%，截至11月27日最新股价报收4.88元。本周主力资金流入971.01万元，流出2222.15万元，主力净流出1251.14万元。其中，超大单流入0元，流出94.57万元，净流出94.57万元。本周散户资金流入1.19亿元，流出1.06亿元，散户净流入1251.14万元。本周详细资金流向数据如下表： 百利电气本周主力资金延续流出态势，已连续2周净流出累计达2672.06万元。周度主力资金净流入值在所属东财二级行业板块（输配电气）中排名65/123，两市排名2144/4086。
268,百利电气：主力资金连续3天净流出累计999.55万元（11-27）,2020-11-27 15:53:44,600468.sh,百利电气2020年11月27日收报4.88元，涨跌幅0.62%，换手率0.25%。当日该股主力资金流入50.05万元，流出76.66万元，主力净流出26.6万元。当日散户资金流入1278.04万元，流出1251.44万元，散户净流入26.6万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名1371/4086，近五日内该股主力资金总体呈流出状态，五日共净流出1251.14万元。
269,百利电气：主力资金净流出867.69万元，净占比-32.16%（11-26）,2020-11-26 15:51:42,600468.sh,百利电气2020年11月26日收报4.85元，涨跌幅-2.02%，换手率0.49%。当日该股主力资金流入87.46万元，流出955.14万元，主力净流出867.69万元。当日散户资金流入2577.07万元，流出1709.39万元，散户净流入867.69万元。资金流向分布情况如下图： 百利电气近五日主力资金、超大单资金流向情况如下表： 百利电气今日主力资金流向两市排名3045/4085，近五日内该股主力资金总体呈流出状态，五日共净流出1291.03万元。
