,title,post_publish_time,code_name,content
355,拟6亿元收购荣信兴业 百利电气系列并购效果不错,2019-11-25 06:45:49,600468.sh,围绕主业开展收购，百利电气正一步一个脚印打造围绕电力主业的产业集群。近日，百利电气计划斥资6.31亿元收购梦网集团持有的荣信兴业86.735%股权及配套资产，布局大功率电力电子设备，以进一步做大做强主业。11月5日，百利电气发布公告，公司拟以现金6.31亿元收购梦网集团所持有的荣信兴业86.735%...
356,百利电气回复问询函：标的公司盈利能力较强 不存在重大财务风险,2019-11-17 22:28:28,600468.sh,11月16日，百利电气(600468.SH)公告回复上交所问询函，公司认为荣信兴业具有行业竞争力，盈利能力较强，不存在重大财务风险。本次收购有利于百利电气优化产业结构和产品结构，发挥协同效应，增强核心竞争力、抗风险能力和盈利能力，收购决策具有合理性。公司在回复函中称，因公司募投项目立项较早，加之项目...
357,梦网集团清盘电力电子业务 百利电气拟6.3亿元照单全收,2019-11-05 06:56:10,600468.sh,这是一起颇有意思的A股公司收购另一家A股公司拟剥离业务的案例。百利电气4日晚间公告，公司拟以现金支付方式向梦网集团收购其所持有的辽宁荣信兴业电力技术有限公司86.735%股权及配套资产，交易总价约为6.3亿元。根据公告，本次标的股权的转让价款约为4.96亿元，配套资产价款约为1.35亿元，资金来源拟...
358,百利电气: 拟收购梦网集团旗下荣信兴业股权,2019-11-04 19:40:07,600468.sh,百利电气(600468)11月4日晚公告称，公司拟以现金收购梦网集团所持荣信兴业86.74%股权及配套资产，交易总价为6.31亿元。转让方业绩承诺为：2019年、2020年、2021年净利润分别不低于6000万元、7000万元和8000万元。本次交易完成后，荣信兴业将成为公司控股子公司，公司现有电气...
359,我国钠镍电池将6月份首次走出国门 百利电气等4只受益股或迎来布局良机,2019-05-28 15:08:49,600468.sh,据悉，日前，由超威集团主导的国内首个钠镍电池储能试点项目建成投用。目前，超威钠盐电池项目已进入试生产阶段，本月将全面量产下线。钠镍电池单体比能量达到135Wh/kg，寿命是锂电池的2倍至5倍，组成系统后，体积比锂电池系统小50%以上，全生命周期成本比锂电池低50%。据人民网报道，位于浙江湖州长兴经济...
360,天津力神甩卖亏损芯片子公司 百利电气欲接盘南大强芯控股权,2019-03-22 11:02:49,600468.sh,作为拥有17年历史的电池管理系统芯片设计研发部门，正遭大股东天津力神剥离。3月18日，天津百利特精电气股份有限公司(以下简称百利电气，600468.SH)通过天津产权交易中心，公开摘牌受让天津力神持有的南大强芯51%股权，挂牌底价58万元。 交易信息显示，百利电气拟通过天津产权交易中心以公开摘牌的方式，以自有资金受让天津力神电池股份有限公司(以下简称“天津力神”)持有的天津南大强芯半导体芯片设计有限公司(以下简称“南大强芯”)51%股权。股权转让底价为58.1万元。 而在此前的3月15日，百利电气已经通过召开董事会七届六次会议的形式，审议通过了《关于公开摘牌受让南大强芯51%股权的议案》。 据悉，天津力神创立于1997年，注册资本12.5亿元，具有100亿瓦时锂离子蓄电池的年生产能力，是国内少数投资规模最大、技术水平最高的锂离子电池生产企业之一，2018年动力电池装机总量全国第四。根据近几年的营业数据显示，天津力神在盈利方面并不稳定。2015年起天津力神实现扭亏，盈利近7000万元，2016年盈利达2.85亿元。不过，2017年起其净利润重现亏损，达3.48亿元。 作为一家专业从事芯片设计研发的公司，南大强芯主要为天津力神提供电池管理系统的芯片设计研发。来自启信宝的数据显示，南大强芯成立于2002年10月，注册资本1000万元。在其目前的股权结构上，天津力神为控股股东，持股59.50%；天津强芯半导体芯片设计有限公司为第二大股东，持股21%。而一旦上述股权交易完成，百利电气也将接替天津力神成为南大强芯第一大股东。天津力神亦将以8.5%的股权继续位列其第三大股东。 值得一提的是，南大强芯在去年的盈利情况并不理想。截至2018年11月30日(未经审计)的官方数据显示，2018年南大强芯营业收入122.19万元，亏损38.68万元，负债316.62万元。而与2017年营业数据相比，南大强芯总资产减少了56.7万元，营业收入也降低了27.6万元。 对于缘何收购南大强芯，百利电气方面则表示，通过收购、兼并等方式，将产业向上、下游延伸，符合企业发展战略。收购完成后，南大强芯也将成为百利电气控股子公司，纳入公司合并报表范围。 启信宝的数据显示，百利电气是一家以输配电设备为主营产品的上市公司，是天津装备制造业主体天津百利机械装备集团有限公司旗下唯一控股上市企业。产品涉及输配电及控制设备、高低压电器元件及成套设备、互感器、泵、电控辅件等领域。 另据近三年财报数据显示，百利电气盈利增幅逐渐趋缓。2016年百利电气净利润0.53亿，同比增长275.22%；2017年净利润0.66亿，同比增长24.2%；截至2018年第三季度，其净利润为4668万元，同比下降1.58%。 百利电气同时提醒，由于南大强芯在企业文化、经营模式和内部管理体系等方面与其现有体系存在一定差异，南大强芯未来盈利能力将取决于整体经营环境等多方面因素。而能否实现平稳融合，仍存在一定不确定性。
375,控股股东拟引入战投进行混改 百利电气实控人或变更,2017-10-30 09:32:11,600468.sh,10月29日晚间，百利电气(600468)公告称，近日，公司收到控股股东液压集团和公司间接控制人天津百利机械装备集团有限公司通知，为深化国有企业改革，创新体制机制，液压集团拟进行混合所有制改革，通过增资扩股的方式实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致本公司实际控制人发生变更。  公告称，本次液压集团混合所有制改革，拟在天津产权交易中心公开进行交易，择优选择两名战略投资者对液压集团在其评估值基础上进行增资扩股，并实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 资料显示，液压集团作为本公司控股股东，直接持有本公司51.04%股权。该公司是国有独资公司天津百利机械装备集团有限公司的全资子公司。本次混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致本公司实际控制人发生变更。 截至目前，液压集团混合所有制改革方案已履行完该公司及其控股股东——天津百利机械装备集团有限公司的董事会等相关内部决策程序并已完成相应的审计、评估工作。立信会计师事务所和北京中企华资产评估有限责任公司分别对液压集团进行了审计、评估，出具了专项报告，对于评估机构做出的评估值亦按照国资的相关规定进行了审核与备案。 公司同日晚间发布的2017年三季报显示，今年前三季度，公司实现营业收入9.52亿元，同比增长34.29%，实现归属于上市公司股东的净利润4743.14万元，同比增长21.58%。基本每股收益0.0585元/股。  随着液压集团混改开启，天津国企改革正进一步加速。今年年初，天津市国资委公布了今年混改的目标任务，拟在5-6家集团开展集团层面混改试点，力争完成两家试点，2018年全面推开。对二级及以下企业，本着“靓女先嫁”的原则，今年计划安排30%左右混改，2018年重点推进，2019年收尾，确保各项改革任务落地结果。 今年6月6日，在天津融洽会期间举行的“天津市国有企业混改暨海河产业基金推介对接会”上，天津市国企混改更是抛出了大手笔，推出了由几十家天津市属集团梳理的200个混改招商项目，拟为天津市国有企业引入发展资金1100多亿元。这些混改招商项目中，一级集团层级混改项目20个，引资规模超百亿的就有4个。 天津市国资委副主任杨宏彦表示：“国企混改的首要目标是解决体制机制问题。天津市国企混改层级由二级以下企业提升到一级集团层面，由‘少数靓女先嫁’提升到靓女、平女、丑女‘三女齐嫁’。天津市要引入真正的战略投资者推进分类国企改革，在竞争性国企股权结构改革中国有资本可控股也可不控股。” 据悉，天津市确立了“一二三”的国企改革思路，即一个总要求、两大块工作、三个一批重点改革任务。一个总要求是指，除涉及国家安全领域的国有企业全部进行混改。两大块工作是指，推进改革和稳妥安置职工。三个一批重点改革任务是指，稳妥推进公益性国企改革、全面推进竞争性国企混改、统筹推进要素剥离重整混改。
376,百利电气控股股东拟进行混改,2017-10-30 02:41:25,600468.sh,百利电气10月29日晚公告称，近日，百利电气收到控股股东天津液压机械(集团)有限公司(简称“液压集团”)和公司间接控制人天津百利机械装备集团有限公司(简称“百利机械”)通知，为深化国有企业改革，创新体制机制，液压集团拟进行混合所有制改革，通过增资扩股的方式实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 公司称，混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致上市公司实际控制人发生变更。  公告称，本次液压集团混合所有制改革，拟在天津产权交易中心公开进行交易，择优选择两名战略投资者对液压集团在其评估值基础上进行增资扩股，并实现百利机械及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。 资料显示，液压集团作为百利电气控股股东，直接持有上市公司51.04%股权。该公司是国有独资公司百利机械的全资子公司。本次混改方案如获通过并实施完成，液压集团股权结构将发生重大变化，或将导致上市公司实际控制人发生变更。 截至目前，液压集团混合所有制改革方案已履行完该公司及该公司控股股东百利机械的董事会等相关内部决策程序并已完成相应的审计、评估工作。立信会计师事务所和北京中企华资产评估有限责任公司分别对液压集团进行了审计、评估，出具了专项报告。对于评估机构做出的评估值亦按照国资委的相关规定进行了审核与备案。 公司同日晚发布的2017年三季报显示，今年前三季度，公司实现营业收入9.52亿元，同比增长34.29%，实现归属于上市公司股东的净利润4743.14万元，同比增长21.58%。基本每股收益0.0585元/股。  随着液压集团混改开启，天津国企改革正进一步加速。 今年年初，天津市国资委公布了今年混改的目标任务，拟在5-6家集团开展集团层面混改试点，力争完成两家试点，2018年全面推开。对二级及以下企业，本着“靓女先嫁”的原则，今年计划安排30%左右混改，2018年重点推进，2019年收尾，确保各项改革任务落地结果。 今年6月6日，在天津融洽会期间，天津市国企混改更是抛出了大手笔，推出了由几十家天津市属集团梳理的200个混改招商项目，拟为天津市国有企业引入发展资金1100多亿元。这些混改招商项目中，一级集团层级混改项目20个，引资规模超百亿的就有4个。 天津市国资委副主任杨宏彦表示：“国企混改的首要目标是解决体制机制问题。天津市国企混改层级由二级以下企业提升到一级集团层面，由‘少数靓女先嫁’提升到靓女、平女、丑女‘三女齐嫁’。天津市要引入真正的战略投资者推进分类国企改革，在竞争性国企股权结构改革中国有资本可控股也可不控股。” 据悉，天津市确立了“一二三”的国企改革思路，即一个总要求、两大块工作、三个一批重点改革任务。一个总要求是指，除涉及国家安全领域的国有企业全部进行混改。两大块工作是指，推进改革和稳妥安置职工。三个一批重点改革任务是指，稳妥推进公益性国企改革、全面推进竞争性国企混改、统筹推进要素剥离重整混改。
377,百利电气第三季度扣非净利润增长逾600%,2017-10-29 22:11:20,600468.sh,10月29日晚，百利电气披露2017年三季度报告。报告期内，公司营业收入同比增长34.29%，净利润同比增长21.58%，尤为突出的是归属于上市公司股东的扣除非经常性损益的净利润，报告期内实现同比增长602.92%。营收和利润的增长得益于近年来百利电气对苏州贯龙电磁线公司、成都瑞联电气公司等业内盈利能力较强的企业的并购整合取得了良好的收效。 同时，百利电气在三季报“重要事项进展情况及其影响和解决方案的分析”中说明了拟与瑞士菲兹索尼克公司成立合资公司的有关重大资产重组事项终止后的战略安排，公司董事会认为：经过深入的市场调研和论证，公司认可能源储存产品与设备的发展前景，并将其作为公司产品转型升级的发展战略。在未来的经营中，公司将依据有关规则的规定适时采取其他方式寻求与包括菲兹索尼克公司在内的具有先进储能技术和生产能力的公司开展多种形式的合作，以在储能电池和储能设备领域寻求发展，不断提升上市公司的盈利能力和经营业绩，回报投资者。
378,百利电气：控股股东拟混改引入战投 公司实控人或变更,2017-10-29 14:58:41,600468.sh,百利电气(600468)10月29日晚间公告，控股股东液压集团拟进行混改，拟在天津产权交易中心公开进行交易，择优选择两名战略投资者对液压集团进行增资扩股，并实现天津百利机械装备集团有限公司及新引进的两名战略投资者分别对液压集团持有40%、39%、21%的股权比例，进而形成相互促进和相互制衡的股权结构。此次混改方案如通过，或将导致公司实控人发生变更。公司10月30日复牌。
379,5个月“跨国恋”终止 百利电气储能路受阻,2017-10-17 01:46:59,600468.sh,5个月的“跨国恋”匆忙结束，百利电气(600468，SH)还会继续往前走。 今年5月，秉承“父母”之命，百利电气打算与一位高大英俊的“瑞士人”谈一场以“合资建储能公司”为目的的恋爱。没成想，蜜恋5个月后，双方发现“在一起”有很大难度。10月16日，百利电气宣布该重大资产重组终止。 百利电气工作人员告诉《每日经济新闻》记者，百利电气是在此次重组中才介入储能领域，此前对储能接触不多。此次重组失败，主要是交易方认为其技术估值价格低了。未来，百利电气还会继续关注储能领域。  5月16日，百利电气称，公司收到控股股东天津液压机械(集团)有限公司通知，控股股东正在筹划与本公司相关的重大事项，该事项可能涉及重大资产重组，公司股票自当日起停牌。 百利电气公告称，本次重大资产重组主要交易对方为FZSonickSA(注册于瑞士，以下称菲兹索尼克)，主要从事应用于通讯、交通、输变电服务等领域的能源储存、备用能源、移动交通工具可持续动力等方面的产品和解决方案。 《每日经济新闻》记者从菲兹索尼克集团官网发现，该集团拥有包括菲兹索尼克在内三家公司。菲兹索尼克集团生产基于氯化钠钠技术(钠镍技术)的电池，用于能源备份，可持续发展移动和储能应用。其在瑞士设有生产车间和研发中心，在意大利和美国设有销售办事处，供全球分销。 百利电气拟与菲兹索尼克共同在天津投资设立新公司。百利电气以现金方式入股，持有合资公司51%股权；菲兹索尼克以技术及现金方式入股，持有合资公司的49%股权。合资公司的投资规模暂定约为10亿元人民币。 最终，百利电气终止本次重大资产重组。百利电气称，因本次重组涉及境外公司以技术加现金方式入股，相关尽职调查、审计评估工作程序复杂，谈判工作难度大，虽经多次谈判和积极协商，公司与交易对方对拟入股合资公司的相关技术等无形资产的估值仍未达成一致，且交易对方表示时间过于仓促，难以在短时间内达成一致。  百利电气产品以电气机械和器材产、泵类产品等为主，公司一直在谋求转型升级。 今年8月，有投资者在投资者说明会上问公司进行此次重组的意图是什么时，百利电气总经理史祺回答，交易对方是坐落在瑞士的一家生产储能电池和储能电站设备的制造商，该制造商拥有世界一流的设备制造技术工艺和成熟产品。通过与这家公司的合作，实现公司产业的转型升级，提高企业的核心竞争力和持续盈利能力。 2017年上半年，百利电气实现营收5.93亿元，归属于上市公司股东的扣非净利润为0.29亿元。但是，百利电气也在半年报中坦言，存在应收账款风险，今年上半年应收账款6.19亿元，同比增加36.25%。应收账款占总资产的比例达23.27%，同比增加6.24个百分点。 今年8月，有投资者对百利电气盈利能力不理想表达了意见，“未来公司在并购优质资产时，是否考虑剥离部分与主业无关且连年亏损的子公司，比如做观光电梯的康诚机电”。投资者所称的康城机电全称百利康诚机电设备(天津)有限公司，是百利电气的全资子公司。史祺回答上述投资者时称，今年已经将百利康诚的生产经营停止，将与主业不相关的产业尽快剥离。 此外，百利电气为了延伸产业链，2016年以3.2亿元并购苏州贯龙电磁线有限公司95%股权，标的公司承诺2016年度、2017年度净利润数额分别不低于3786.99万元、4555.51万元。不过，标的公司2016年度实现净利润3683.51万元，相较承诺值低103.48万元。
380,百利电气：终止重大资产重组,2017-10-15 14:33:12,600468.sh,百利电气(600468)10月15日晚间公告，因公司与交易对方对拟入股合资公司的相关技术等无形资产的估值仍未达成一致，且交易对方表示时间过于仓促，难以在短时间内达成一致。为此未能在公司停牌期满五个月时间内完成预案。在综合考虑各方需求及目前实际情况后，公司董事会同意终止重大资产重组。
381,百利电气：拟与菲兹索尼克公司组建合资公司,2017-08-31 20:42:29,600468.sh,"百利电气(600468)8月31日晚公告，公司与菲兹索尼克公司(FZSonickSA)签署了框架协议，双方拟投资组建合资公司，专注于能源储存、备用能源、移动交通持续动力等应用领域的基于钠镍技术的电池产品及相关能源储存和备用能源产品、设备和解决方案。公司以现金方式入股，持有合资公司51%股权；菲兹索尼克公司以技术及现金方式入股，占比49%。合资公司的投资规模约为10亿元(或根据产能设定有所增加). <pstyle=""margin:0px;font-size:12px""align=""center"">"
382,百利电气：控股股东筹划重大事项 明日起停牌,2017-05-15 20:31:47,600468.sh,"百利电气(600468)5月15日晚间公告，控股股东天津液压机械正在筹划与公司相关的重大事项，该事项可能涉及重大资产重组。经公司申请，公司股票自2017年5月16日起停牌。 <pstyle=""margin:0px;font-size:12px""align=""center"">"
383,经营无起色 百利电气拟转增股份遭问询,2017-04-11 02:12:53,600468.sh,在披露公司董事会通过拟向全体股东每10股转增5股的方案后，百利电气于今日收到上交所下发的问询函。 公告显示，百利电气董事会全数通过拟以资本公积转增股本方式，向全体股东每10股转增5股的方案，同时，拟每10股派发现金红利0.30元(含税). 根据同时披露的百利电气2016年年报，公司报告期内的经营情况并未出现显著变化，2016年实现营业收入8.4亿元，同比下降3.37%；实现归属于上市公司股东的扣非净利润993万元，同比增幅仅为4.98%。 就此，上交所在其问询函中首要关注上市公司在经营收入小幅下降、扣非后业绩仅有小幅提升的情况下，此番转增股本的考虑及其合理性，并要求公司补充说明未来是否存在相应提升业务规模和业绩状况的计划和措施。 交易所还注意到，公司曾于2016年1月非公开发行股份8455.03万股，虽然公司关联人(间接控制人)天津百利机械装备集团有限公司的锁定期为36个月，但其他特定投资者的锁定期仅为12个月，后者持有的限售股已于2017年1月25日上市流通。对此，交易所要求百利电气核实提出送转预案是否与相关股东的后续减持安排有关。此外，除已披露理由外，补充说明公司是否存在通过送转方案的其他考虑。 最后，交易所要求公司结合目前股价、市盈率及同行业可比公司情况，充分提示公司股价的交易风险。并同时补充披露本次高比例转增议案形成和决策的具体过程，核实在披露前是否与其他机构或人士进行过相关沟通或交流，并按规定提交内幕知情人信息。
384,百利电气：拟10转5派0.3  遭交易所问询,2017-04-10 21:11:59,600468.sh,"百利电气(600468)4月10日晚公告，公司当日收到交易所下发的高送转事项问询函，要求公司核实并披露高比例转增股本的考虑及其合理性；与相关股东的后续减持安排是否有关等。百利电气9日晚披露年报，2016年度营收8.4亿元，同比下滑3%；扣非后净利993万，同比增长5%；拟10转5派0.3. <pstyle=""margin:0px;font-size:12px""align=""center"">"
385,百利电气19日复牌 拟3.2亿收购苏州贯龙95%股权,2016-05-18 19:20:38,600468.sh,百利电气5月18日晚间公告称，公司于5月12日收到上交所问询函后，公司及独立财务顾问等中介机构对问询函进行了认真回复，并对公司重大资产购买报告书(草案)及摘要进行了补充和完善，经申请，公司股票将于5月19日复牌。 根据方案，百利电气拟以支付现金方式，向王龙宝、王丽英购买其合计持有的苏州贯龙95%股权，交易作价为3.2亿元，交易完成后苏州贯龙将成为公司的控股子公司。 苏州贯龙主要从事电磁线、线圈、铜排等产品的生产和销售，属于电线电缆行业中的电磁线子行业，为业内知名的重型发电装备企业提供产品和服务。公司表示，此次收购后公司电线电缆领域产业链条更趋完善，苏州贯龙与上市公司的主营业务能够产生良好的协同和互补作用，将为上市公司开拓新的利润空间。根据业绩承诺，苏州贯龙2016年度、2017年度预测净利润数额分别不低于3787.98万元、4596.21万元。
386,拟收购标的业绩大幅波动 百利电气被上交所问询,2016-05-13 03:06:05,600468.sh,百利电气(600468)5月12日晚公告称，收到上海证券交易所关于对公司重大资产购买信息披露的问询函。该问询函就百利电气提交的重大资产购买报告书(草案)中涉及的有关盈利预测的合理性、标的资产的行业及经营情况、交易安排等方面相关问题进行问询。 问询函提出，预案披露标的公司苏州贯龙2015年的营业收入及净利润同比分别下降21.62%及20.64%，但预测标的公司2016年及2017年业绩大幅增长。交易对方作出相应的业绩承诺。问询函要求上市公司补充披露：一是标的资产2015年业绩下滑的具体原因，上述原因后续是否将继续影响标的资产业绩；二是截止2016年4月底标的公司实现的营业收入及净利润，并结合前述业绩实现情况、在手订单或合同等信息，量化分析标的公司2016年及2017年业绩保持较大增长的依据。 问询函还提出，本次交易标的资产经营模式中，采购定价采用“电解铜加工费”模式，销售定价采用“铜价加工费”模式；同时，预案表示“采用这种模式可以很大程度上规避原材料价格波动带来的冲击”。问询函要求，详细披露在原材料价格波动较大的情况下，公司采购和销售的定价模式，如何规避价格波动风险；就公司业绩受原材料价格波动的影响，进行敏感性分析。 另外，问询函还对苏州贯龙的主要客户和上市公司是否存在关联关系，是否与上市公司存在业务往来、苏州贯龙截至2015年12月31日应收账款余额高达20994.88万元等提出问询。
387,百利电气拟收购苏州贯龙95%股权,2016-05-04 05:38:54,600468.sh,百利电气5月3日晚发布公告，拟以支付现金方式向王龙宝、王丽英购买其合计持有的苏州贯龙电磁线有限公司95%股权，总价款为3.2亿元。 根据公告，目标公司2016年度、2017年度预测净利润数额分别不低于3787.98万元、4596.21万元。本次交易构成重大资产重组，不构成借壳上市。本次交易不会导致公司实际控制人发生变化。 公告表示，苏州贯龙是一家专业研发、生产电线电缆的高新技术企业，拥有一支较为专业的研发和技术队伍，具备较强的产品研发能力和市场开发能力。通过本次股权交易，百利电气电线电缆领域产业链条更趋完善，将充分借助苏州贯龙公司的人才、技术、设备、生产基地等资源优势生产超导线材产品，进而形成以现有控股子公司北京英纳超导技术有限公司为超导线材研发基地，苏州贯龙公司为超导线材生产基地的产业格局，为上市公司新的业务增长点.
388,百利电气拟3.2亿元并购苏州贯龙95%股权,2016-05-03 20:44:08,600468.sh,百利电气(600468)5月3日晚间披露重大资产重组预案，公司拟以支付现金方式向王龙宝、王丽英购买其合计持有的苏州贯龙95%的股权，标的资产交易价格为3.2亿元。 资料显示，苏州贯龙主要产品有电磁线、线圈和铜排三大类，产品主要用于B级、F级、H级、C级绝缘等级的汽轮发电机、水轮发电机、风电、核电、各类交(直)流电机、变压器等，是我国重点重型发电装备企业主要供应商。 从财务数据看，苏州贯龙在2014年和2015年实现的营业收入分别为6.3亿元和4.9亿元，净利润分别为3160万元和2508万元。交易对方承诺，2016年度、2017年度目标公司预测净利润数额分别不低于3787万元、4596万元。 百利电气表示，苏州贯龙是一家专业研发、生产电线电缆的高新技术企业，拥有一支较为专业的研发和技术队伍，具备较强的产品研发能力和市场开发能力。通过本次股权交易，百利电气电线电缆领域产业链条更趋完善。公司将充分借助苏州贯龙公司的人才、技术、设备、生产基地等资源优势生产超导线材产品，进而形成以现有控股子公司北京英纳超导技术有限公司为超导线材研发基地，苏州贯龙公司为超导线材生产基地的产业格局。
389,百利电气拟筹划重大事项 2日起停牌,2016-02-01 19:49:25,600468.sh,百利电气(600468)2月1日晚间公告，公司因拟筹划重大事项，该事项可能涉及重大资产重组。鉴于该事项存在重大不确定性，公司股票自2016年2月2日起停牌。
401,百利电气非公开发行A股股票方案获天津市国资委批复,2013-12-26 19:41:00,600468.sh,百利电气26日发布公告称，本公司于2013年12月26日接到天津市人民政府国有资产监督管理委员会《市国资委关于百利电气拟非公开发行A股股票有关问题的批复》。 根据批复，天津市国资委同意本公司本次非公开发行股票的方案，并同意公司实际控制人天津百利机电控股集团有限公司以现金方式认购本次非公开发行的部分股票，认购金额不低于本次非公开发行总额的10%。 本次非公开发行股票方案尚需获得公司股东大会批准、中国证券监督管理委员会核准。(来源:证券日报)
402,百利电气非公开发行股票获天津市国资委批复,2013-12-26 19:35:57,600468.sh,百利电气(600468)今日晚间发布公告，公司于2013年12月26日接到天津市国资委《市国资委关于百利电气拟非公开发行A股股票有关问题的批复》(津国资产权[2013]147号)。根据批复，天津市国资委同意公司本次非公开发行股票的方案，并同意公司实际控制人天津百利机电控股集团有限公司以现金方式认购本次非公开发行的部分股票，认购金额不低于本次非公开发行总额的10%。 本次非公开发行股票方案尚需获得公司股东大会批准、中国证监会核准。(来源:中证网)
403,两度折戟后 百利电气第三版定增案出炉,2013-12-02 04:11:18,600468.sh,尽管已两次因批文过期未能成功增发，但百利电气(600468)仍不放弃，今日继续启动非公开发行预案，这是公司就同一项目第三次启动再融资方案。 百利电气今日发布第三版的非公开发行预案，仍计划募资11亿元，投资建设高温超导、智能电网及稀有金属深加工等相关项目。不过，由于二级市场股价已经低于此前增发底价，百利电气再度调低增发底价至9.26元/股，增发数量增至1.23亿股，并且实际控制人百利机电集团承诺将认购不低于定增股份数量的10%。 2010年7月，百利电气第一次抛出定增预案，拟以16.39元/股的增发底价向不超过10名特定对象发行不超过6500万股，募集10亿元用于超导材料、智能电网材料及稀有金属深加工等5个项目。随后走完相关程序并拿到证监会批文。 但天有不测风云。此后不久，A股市场经历了大幅调整，百利电气股价也随着跌入深渊，直至2012年7月28日到期，公司也没能成功将增发股份发行出去。眼看定增方案就要流产，百利电气董事会决定延长定增方案有效期，并调整了增发价格和数量。 而在2012年9月的第二版定增预案中，百利电气将发行价调低至10.92元/股，发行数量也增至1亿股，同时募资总额增加1亿元，主要原因是拟募投项目增加高温超导线材和超导研究中心两个项目。 然而，这次定增仍旧未能成行。百利电气在今年10月12日的一份公告中称，未能在有效期内完成非公开发行工作的主要原因是募投项目中的高温超导限流器样机进行升级和优化，延后了挂网运行时间，同时子公司股权转让事宜尚未完成。 事实上，百利电气股价跌跌不休也是此次增发未能成功的原因之一。今年9月份，百利电气股价一度上涨至13元/股以上，高于增发底价，但此后股价步入跌势，并且在定增批文到期日前后跌至增发底价区间，对于机构投资者而言并无太大吸引力。 为此，百利电气在今日发布的最新版本定增预案中特意加进了实际控制人承诺认购股份的内容，百利机电集团将以现金方式一次性认购不低于此次发行股份的10%，且限售三年，为投资者打了一剂定心针。(来源:证券时报)
404,百利电气控股子公司拟不超2702万购买土地,2013-12-01 19:02:49,600468.sh,"12月1日晚间，百利电气(600468)公告称，公司控股子公司天津泵业机械集团有限公司拟用自有资金购买土地使用权，以作为生产经营用地。 据悉，该宗土地位于天津市北辰区，土地面积约77,200平方米(折合115.8亩)，土地性质为工业用地，使用年限为50年。该宗土地预计出让价格为350元/平方米(23.33万元/亩)，土地出让金总额预计不超过2,702万元。(来源:证券时报网)"
405,百利电气两全资子公司吸收合并,2013-09-06 17:50:35,600468.sh,9月6日晚间，百利电气(600468)公告，为推进超导限流器设备的产业化进程，进一步整合公司研发和生产资源，公司拟决定由百利高压公司对百利超导公司进行吸收合并，吸收合并后的公司继续从事超导限流器的研发、生产、销售工作。 公司全资子公司天津百利超导从事超导限流器业务，而另一全资子公司天津市百利高压电气有限公司具有超导限流器生产所需技术工人、厂房、设备等资源。近年来，超导限流器设备加工、制造及市场推广工作均由百利高压公司承担。 此外，公司拟以现金方式对上述吸收合并后的公司进行增资，增资额为1000万元整，占本次增资金额的100%，增资后该公司注册资本为3000万元，仍为公司全资子公司。(来源:证券时报网)
406,百利电气：2013年半年度主要财务指标,2013-08-22 08:41:31,600468.sh,百利电气(600468)8月21日公告， 基本每股收益(元)0.0312 加权平均净资产收益率(%)2.47 仅供参考，请查阅当日公告全文。(来源:证券时报网)
407,百利电气拟转让赣州海创100%股权,2013-07-10 20:16:42,600468.sh,百利电气(600468)7月10日晚间公告，公司控股子公司赣州特精钨钼业有限公司(简称：赣州特精)拟向江西水龙有色金属集团有限公司转让其持有的赣州海创钨业有限公司(简称：赣州海创)100%股权。本次股权转让须经国有资产监督管理机构批准，并按照天津产权交易中心股权转让程序进场交易。 公司称，由于赣州海创公司主要产品为仲钨酸铵，该产品属于高能耗产品，目前赣州海创处于停产状态，本次股权转让有利于盘活资产，加大主营业务投入。 公司同时公告，董事会同意控股子公司赣州百利(天津)钨钼有限公司在工程预算价格(即2192.65万元)内组织实施新建厂区机电设备安装及装修工程。(来源:证券时报网)
408,百利电气控股子公司参与中央预算内投资建设项目,2013-04-15 18:44:09,600468.sh,百利电气(600468)4月15日晚公告，为提高公司控股子公司天津泵业机械集团有限公司重点型号配套用泵的研发能力，公司拟同意泵业集团参与“XX配套用泵研制保障条件建设项目”，并接收在中央预算内的固定资产投资。 项目计划投资6000万元，项目竣工验收后形成的国有资产转增为泵业集团国有资本公积，由天津百利机电控股集团有限公司百利机电持有或享有。 该项目须上报国家有关主管部门进行立项审批，最终的项目投资金额、国家拨款金额和项目建设内容以国家立项批复为准。
409,百利电气子公司拟2155.7万在新厂区进行设备投资,2013-01-07 21:25:45,600468.sh,百利电气(600468)1月7日晚公告，根据钨钼行业总体发展趋势情况和市场实际需求状况，公司全资子公司赣州百利(天津)钨钼有限公司(以下简称“赣州百利”)拟在新厂区进行设备投资，以提升企业整体设备及工艺装备水平。 设备投资预算金额为2155.7万元。公司同意赣州百利公司在上述投资预算范围内根据市场需求状况择机实施采购。资金来源为赣州百利公司自筹。
